Date,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,PPTINC , ,,
 ,AF, ,AF, ,CFS, ,INCHES, ,
09/12/2006,259494,,--,,15,,0.00,,
09/13/2006,259318,,--,,80,,0.00,,
09/14/2006,259142,,--,,87,,0.00,,
09/15/2006,258966,,--,,80,,0.00,,
09/16/2006,258790,,--,,92,,0.00,,
09/17/2006,259142,,--,,24,,0.00,,
09/18/2006,259494,,--,,24,,0.00,,
09/19/2006,259318,,--,,88,,0.00,,
09/20/2006,258966,,--,,88,,0.00,,
09/21/2006,258790,,--,,89,,0.00,,
09/22/2006,258615,,--,,85,,0.00,,
09/23/2006,258439,,-176,,88,,0.00,,
09/24/2006,258263,,-176,,--,,--,,
09/25/2006,258263,,0,,--,,--,,
09/26/2006,258087,,-176,,87,,0.00,,
09/27/2006,257736,,--,,143,,0.00,,
09/28/2006,257384,,--,,149,,0.00,,
09/29/2006,257208,,--,,87,,0.00,,
09/30/2006,257032,,--,,87,,0.00,,
10/01/2006,257032,,--,,45,,0.00,,
10/02/2006,256857,,--,,21,,0.50,,
10/03/2006,256681,,--,,72,,0.00,,
10/04/2006,256329,,--,,233,,0.00,,
10/05/2006,255978,,-351,,131,,0.15,,
10/06/2006,255978,,0,,81,,0.75,,
10/07/2006,255802,,-176,,118,,0.00,,
10/08/2006,255626,,-176,,88,,0.00,,
10/09/2006,255626,,--,,16,,0.00,,
10/10/2006,255274,,--,,71,,0.00,,
10/11/2006,255099,,--,,105,,0.00,,
10/12/2006,254923,,--,,79,,0.00,,
10/13/2006,254747,,-176,,15,,0.00,,
10/14/2006,254571,,-176,,--,,--,,
10/15/2006,254395,,-176,,--,,--,,
10/16/2006,254395,,0,,15,,0.00,,
10/17/2006,254220,,--,,101,,0.00,,
10/18/2006,253868,,--,,100,,0.00,,
10/19/2006,253692,,-176,,106,,0.00,,
10/20/2006,253341,,-351,,--,,--,,
10/21/2006,253165,,-176,,--,,--,,
10/22/2006,253165,,0,,--,,--,,
10/23/2006,252989,,-176,,39,,0.00,,
10/24/2006,252813,,--,,109,,0.00,,
10/25/2006,252637,,--,,95,,0.00,,
10/26/2006,252286,,--,,97,,0.00,,
10/27/2006,252110,,--,,99,,0.00,,
10/28/2006,251934,,--,,108,,0.00,,
10/29/2006,251758,,--,,18,,0.00,,
10/30/2006,251758,,--,,19,,0.00,,
10/31/2006,251231,,--,,186,,0.00,,
11/01/2006,250888,,--,,170,,0.00,,
11/02/2006,250716,,--,,114,,0.17,,
11/03/2006,250545,,-171,,119,,0.09,,
11/04/2006,250430,e,-115,,--,,--,,
11/05/2006,250315,e,-115,,--,,--,,
11/06/2006,250202,,-113,,67,,0.00,,
11/07/2006,250202,,--,,109,,0.00,,
11/08/2006,250030,,--,,22,,0.00,,
11/09/2006,249859,,--,,90,,--,,
11/10/2006,249687,,--,,94,,0.00,,
11/11/2006,249172,,--,,91,,0.05,,
11/12/2006,249172,,--,,19,,0.21,,
11/13/2006,249172,,0,,30,,0.05,,
11/14/2006,250545,,1373,,92,,1.63,,
11/15/2006,251231,,--,,97,,0.00,,
11/16/2006,251231,,--,,95,,0.00,,
11/17/2006,251231,,--,,94,,0.00,,
11/18/2006,251231,,0,,151,,0.00,,
11/19/2006,250716,,-515,,--,,--,,
11/20/2006,250545,,-171,,61,,0.00,,
11/21/2006,250373,,--,,43,,0.00,,
11/22/2006,250202,,--,,149,,0.00,,
11/23/2006,249859,,--,,142,,0.00,,
11/24/2006,249687,,-172,,145,,0.00,,
11/25/2006,249344,,-343,,--,,--,,
11/26/2006,249001,,-343,,101,,0.00,,
11/27/2006,248829,,-172,,--,,--,,
11/28/2006,249001,,--,,102,,0.22,,
11/29/2006,248829,,--,,100,,0.00,,
11/30/2006,248658,,-171,,100,,0.00,,
12/01/2006,248486,,-172,,105,,0.00,,
12/02/2006,248315,,-171,,137,,0.00,,
12/03/2006,248486,,171,,--,,--,,
12/04/2006,248486,,0,,--,,--,,
12/05/2006,248315,,-171,,135,,0.00,,
12/06/2006,247972,,--,,128,,0.00,,
12/07/2006,247628,,--,,118,,0.00,,
12/08/2006,247457,,-171,,131,,0.00,,
12/09/2006,247285,,-172,,--,,--,,
12/10/2006,247457,,172,,--,,--,,
12/11/2006,247628,,171,,--,,--,,
12/12/2006,247457,,--,,184,,0.31,,
12/13/2006,247800,,--,,139,,0.34,,
12/14/2006,248143,,--,,147,,0.00,,
12/15/2006,248143,,0,,111,,0.02,,
12/16/2006,248310,,167,,--,,--,,
12/17/2006,248486,,176,,16,,0.54,,
12/18/2006,248829,,--,,16,,0.00,,
12/19/2006,248486,,-343,,168,,0.00,,
12/20/2006,248315,,-171,,168,,0.00,,
12/21/2006,247942,,-343,,218,,0.00,,
12/22/2006,247800,,-142,,216,,0.00,,
12/23/2006,247628,,-172,,248,,0.00,,
12/24/2006,247972,,344,,--,,--,,
12/25/2006,248143,,171,,--,,--,,
12/26/2006,248143,,0,,16,,0.00,,
12/27/2006,248315,,--,,217,,1.36,,
12/28/2006,247972,,--,,245,,0.04,,
12/29/2006,247800,,--,,245,,0.00,,
12/30/2006,247457,,--,,246,,0.00,,
12/31/2006,247800,,343,,43,,0.00,,
01/01/2007,247628,,-172,,--,,0.00,,
01/02/2007,247114,,-514,,--,,0.00,,
01/03/2007,246085,,-1029,,605,,0.00,,
01/04/2007,245227,,-858,,360,,0.71,,
01/05/2007,244369,,-858,,745,,0.93,,
01/06/2007,243511,,--,,769,,0.00,,
01/07/2007,242310,,--,,743,,0.00,,
01/08/2007,241453,,--,,516,,0.00,,
01/09/2007,240252,,--,,776,,0.00,,
01/10/2007,238794,,--,,779,,0.00,,
01/11/2007,237335,,-1459,,781,,0.00,,
01/12/2007,235620,,-1715,,--,,--,,
01/13/2007,234419,,-1201,,--,,--,,
01/14/2007,233408,,-1011,,--,,--,,
01/15/2007,232907,,--,,510,,0.00,,
01/16/2007,232071,,--,,647,,0.00,,
01/17/2007,232238,,--,,268,,0.00,,
01/18/2007,232406,,--,,257,,0.00,,
01/19/2007,232907,,--,,215,,0.00,,
01/20/2007,233408,,--,,92,,0.00,,
01/21/2007,234248,,--,,16,,0.00,,
01/22/2007,234762,,--,,27,,0.00,,
01/23/2007,235448,,--,,84,,0.00,,
01/24/2007,235962,,--,,82,,0.00,,
01/25/2007,236649,,--,,81,,0.00,,
01/26/2007,237164,,515,,75,,0.00,,
01/27/2007,237679,,515,,--,,--,,
01/28/2007,238365,,686,,29,,0.00,,
01/29/2007,239051,,--,,21,,0.00,,
01/30/2007,239566,,--,,74,,0.00,,
01/31/2007,240080,,--,,82,,0.00,,
02/01/2007,240252,,--,,86,,0.00,,
02/02/2007,240938,,--,,93,,0.00,,
02/03/2007,241453,,--,,78,,0.00,,
02/04/2007,241967,,--,,88,,0.00,,
02/05/2007,242310,,--,,105,,0.00,,
02/06/2007,242310,,--,,391,,0.00,,
02/07/2007,242310,,--,,375,,0.00,,
02/08/2007,242310,,0,,318,,0.24,,
02/09/2007,242825,,515,,--,,--,,
02/10/2007,243854,,1029,,--,,--,,
02/11/2007,244884,,1030,,--,,--,,
02/12/2007,247457,,2573,,323,,0.24,,
02/13/2007,248315,,--,,111,,0.14,,
02/14/2007,249001,,--,,189,,0.00,,
02/15/2007,249001,,0,,315,,0.00,,
02/16/2007,249344,,343,,336,,0.00,,
02/17/2007,249687,,343,,368,,0.00,,
02/18/2007,250030,,343,,320,,0.00,,
02/19/2007,250545,,--,,319,,0.01,,
02/20/2007,250545,,--,,360,,0.00,,
02/21/2007,250373,,--,,511,,0.00,,
02/22/2007,249859,,-514,,507,,0.02,,
02/23/2007,250030,,171,,--,,--,,
02/24/2007,249859,,-171,,--,,--,,
02/25/2007,249859,,0,,--,,--,,
02/26/2007,250030,,171,,388,,1.08,,
02/27/2007,249687,,--,,613,,2.12,,
02/28/2007,249344,,--,,686,,0.39,,
03/01/2007,248658,,-686,,696,,0.03,,
03/02/2007,247972,,-686,,--,,--,,
03/03/2007,247457,,-515,,--,,--,,
03/04/2007,246942,,-515,,708,,0.03,,
03/05/2007,246428,,--,,706,,0.00,,
03/06/2007,246085,,--,,699,,0.00,,
03/07/2007,245741,,--,,696,,0.04,,
03/08/2007,245570,,-171,,709,,0.00,,
03/09/2007,245227,,-343,,--,,--,,
03/10/2007,245055,,-172,,--,,--,,
03/11/2007,244884,,-171,,660,,0.00,,
03/12/2007,244712,,--,,688,,0.00,,
03/13/2007,244884,,--,,737,,0.00,,
03/14/2007,244884,,--,,873,,0.00,,
03/15/2007,244712,,--,,946,,0.00,,
03/16/2007,244712,,0,,940,,0.00,,
03/17/2007,245227,,858,,648,,0.00,,
03/18/2007,246428,,858,,469,,0.00,,
03/19/2007,247114,,--,,635,,0.00,,
03/20/2007,247114,,0,,940,,0.00,,
03/21/2007,247114,,0,,--,,--,,
03/22/2007,246599,,-515,,957,,0.00,,
03/23/2007,245913,,-686,,952,,0.00,,
03/24/2007,245227,,-686,,--,,--,,
03/25/2007,244884,,-343,,--,,--,,
03/26/2007,244712,,-172,,994,,--,,
03/27/2007,244541,,--,,983,,0.81,,
03/28/2007,244026,,--,,978,,0.03,,
03/29/2007,242654,,--,,959,,0.00,,
03/30/2007,241967,,--,,974,,0.00,,
03/31/2007,241281,,--,,970,,0.00,,
04/01/2007,241110,,--,,981,,0.00,,
04/02/2007,241110,,--,,993,,0.00,,
04/03/2007,240766,,--,,988,,0.00,,
04/04/2007,240938,,172,,821,,0.00,,
04/05/2007,241281,,343,,--,,--,,
04/06/2007,242139,,858,,683,,0.00,,
04/07/2007,243168,,--,,705,,0.00,,
04/08/2007,244197,,--,,669,,0.00,,
04/09/2007,245741,,--,,444,,0.00,,
04/10/2007,246942,,--,,439,,0.00,,
04/11/2007,248143,,--,,423,,0.00,,
04/12/2007,249172,,--,,429,,0.42,,
04/13/2007,249687,,515,,438,,0.00,,
04/14/2007,249859,,172,,--,,--,,
04/15/2007,250716,,857,,419,,0.40,,
04/16/2007,251231,,--,,398,,0.00,,
04/17/2007,251407,,--,,606,,0.00,,
04/18/2007,250716,,--,,867,,0.11,,
04/19/2007,250202,,--,,857,,0.00,,
04/20/2007,249687,,--,,849,,0.05,,
04/21/2007,248829,,--,,876,,0.00,,
04/22/2007,248315,,--,,877,,1.49,,
04/23/2007,248143,,--,,869,,0.44,,
04/24/2007,247972,,--,,855,,0.00,,
04/25/2007,248486,,--,,721,,0.00,,
04/26/2007,249859,,--,,304,,0.00,,
04/27/2007,251231,,1372,,307,,0.00,,
04/28/2007,252989,,1758,,416,,0.00,,
04/29/2007,255099,,2110,,307,,0.00,,
04/30/2007,257384,,2285,,304,,0.00,,
05/01/2007,259669,,--,,320,,0.00,,
05/02/2007,261427,,--,,427,,0.00,,
05/03/2007,263361,,--,,376,,0.63,,
05/04/2007,263713,,352,,735,,0.54,,
05/05/2007,263889,,176,,--,,--,,
05/06/2007,264064,,175,,--,,--,,
05/07/2007,264592,,528,,377,,0.00,,
05/08/2007,264592,,--,,744,,0.00,,
05/09/2007,265471,,--,,602,,0.00,,
05/10/2007,266877,,1406,,428,,0.00,,
05/11/2007,269174,,2297,,--,,--,,
05/12/2007,270080,,906,,--,,--,,
05/13/2007,270806,,726,,--,,--,,
05/14/2007,271350,,544,,968,,0.00,,
05/15/2007,271894,,--,,958,,0.00,,
05/16/2007,272801,,--,,847,,0.00,,
05/17/2007,273345,,--,,908,,0.00,,
05/18/2007,273526,,--,,994,,0.00,,
05/19/2007,273526,,--,,1011,,0.00,,
05/20/2007,273345,,--,,996,,0.00,,
05/21/2007,273345,,--,,971,,0.00,,
05/22/2007,273526,,--,,923,,0.00,,
05/23/2007,273164,,--,,983,,0.00,,
05/24/2007,272801,,--,,971,,0.00,,
05/25/2007,272438,,--,,900,,0.00,,
05/26/2007,271894,,--,,909,,0.00,,
05/27/2007,272075,,--,,593,,0.00,,
05/28/2007,272801,,--,,515,,0.00,,
05/29/2007,272801,,--,,772,,0.00,,
05/30/2007,272620,,-181,,818,,0.00,,
05/31/2007,272438,,-182,,--,,--,,
06/01/2007,272075,,-363,,850,,0.00,,
06/02/2007,271713,,--,,759,,0.00,,
06/03/2007,271531,,--,,629,,0.00,,
06/04/2007,271713,,--,,404,,0.00,,
06/05/2007,271894,,--,,409,,0.00,,
06/06/2007,271713,,--,,425,,0.02,,
06/07/2007,271350,,--,,461,,0.00,,
06/08/2007,270625,,--,,580,,0.00,,
06/09/2007,269899,,--,,540,,0.00,,
06/10/2007,269174,,--,,521,,0.00,,
06/11/2007,268811,,--,,343,,0.00,,
06/12/2007,268811,,0,,547,,0.00,,
06/13/2007,267490,e,-1321,,615,,0.00,,
06/14/2007,266174,,-1316,,578,,0.00,,
06/15/2007,265295,,-879,,585,,0.00,,
06/16/2007,264416,,-879,,--,,--,,
06/17/2007,263537,,-879,,489,,0.00,,
06/18/2007,263010,,-527,,423,,0.00,,
06/19/2007,261955,,-1055,,598,,0.00,,
06/20/2007,260724,,--,,597,,0.00,,
06/21/2007,259669,,--,,398,,0.00,,
06/22/2007,258439,,--,,629,,0.00,,
06/23/2007,257208,,--,,607,,0.00,,
06/24/2007,256153,,--,,529,,0.00,,
06/25/2007,255274,,--,,442,,0.00,,
06/26/2007,254220,,--,,568,,0.00,,
06/27/2007,252989,,--,,617,,0.00,,
06/28/2007,251578,,-1411,,569,,0.00,,
06/29/2007,250716,,-862,,580,,0.00,,
06/30/2007,249516,,-1200,,597,,0.00,,
07/01/2007,248486,,-1030,,511,,0.00,,
07/02/2007,247628,,-858,,486,,0.00,,
07/03/2007,246428,,-1200,,--,,--,,
07/04/2007,245227,,-1201,,574,,0.00,,
07/05/2007,244026,,-1201,,552,,0.00,,
07/06/2007,242825,,-1201,,595,,0.00,,
07/07/2007,241624,,-1201,,583,,0.00,,
07/08/2007,240595,,-1029,,557,,0.00,,
07/09/2007,239394,,--,,555,,0.00,,
07/10/2007,238193,,--,,592,,0.00,,
07/11/2007,236992,,--,,594,,0.01,,
07/12/2007,236135,,--,,584,,0.00,,
07/13/2007,234419,,--,,488,,0.00,,
07/14/2007,233241,,--,,658,,0.00,,
07/15/2007,232071,,--,,533,,0.00,,
07/16/2007,231069,,--,,498,,0.00,,
07/17/2007,229900,,-1169,,591,,0.00,,
07/18/2007,228730,,-1170,,--,,--,,
07/19/2007,227394,,-1336,,597,,0.00,,
07/20/2007,226225,,--,,590,,0.00,,
07/21/2007,225055,,--,,577,,0.00,,
07/22/2007,223886,,--,,547,,0.00,,
07/23/2007,222717,,--,,559,,0.00,,
07/24/2007,221547,,--,,556,,0.00,,
07/25/2007,220378,,-1169,,600,,0.00,,
07/26/2007,219040,e,-1338,,--,,--,,
07/27/2007,217705,,-1335,,600,,0.00,,
07/28/2007,216557,,--,,594,,0.00,,
07/29/2007,215418,,--,,1328,,0.00,,
07/30/2007,214442,,--,,506,,0.00,,
07/31/2007,213302,,--,,599,,0.00,,
08/01/2007,211838,,--,,600,,0.00,,
08/02/2007,210698,,--,,612,,0.00,,
08/03/2007,209396,,--,,617,,0.00,,
08/04/2007,208257,,--,,613,,0.00,,
08/05/2007,207118,,--,,528,,0.00,,
08/06/2007,205979,,--,,514,,0.00,,
08/07/2007,204677,,--,,629,,0.00,,
08/08/2007,203375,,-1302,,626,,0.00,,
08/09/2007,202073,,-1302,,--,,--,,
08/10/2007,200619,,-1454,,636,,0.00,,
08/11/2007,199506,,--,,609,,0.00,,
08/12/2007,198552,,--,,413,,0.00,,
08/13/2007,198234,,--,,219,,0.00,,
08/14/2007,196803,,-1431,,695,,0.00,,
08/15/2007,195531,,-1272,,--,,--,,
08/16/2007,194100,,-1431,,--,,--,,
08/17/2007,192669,,--,,696,,0.00,,
08/18/2007,191238,,--,,724,,0.00,,
08/19/2007,189807,,-1431,,694,,0.00,,
08/20/2007,188376,,-1431,,705,,0.00,,
08/21/2007,186945,,--,,699,,0.00,,
08/22/2007,185514,,--,,700,,0.00,,
08/23/2007,184111,,--,,695,,0.00,,
08/24/2007,182715,,--,,689,,0.00,,
08/25/2007,181320,,--,,712,,0.00,,
08/26/2007,179769,,--,,741,,0.00,,
08/27/2007,178374,,--,,668,,0.00,,
08/28/2007,176978,,--,,708,,0.00,,
08/29/2007,175583,,--,,704,,0.00,,
08/30/2007,174032,,--,,705,,0.00,,
08/31/2007,172792,,--,,646,,0.00,,
09/01/2007,171552,,--,,705,,0.00,,
09/02/2007,170621,,--,,705,,0.00,,
09/03/2007,169389,,--,,705,,0.00,,
09/04/2007,168483,,--,,473,,0.00,,
09/05/2007,167425,,--,,489,,0.00,,
09/06/2007,166519,,--,,485,,0.00,,
09/07/2007,165311,,--,,532,,0.00,,
09/08/2007,164404,,--,,513,,0.00,,
09/09/2007,163347,,--,,514,,0.00,,
09/10/2007,162441,,--,,399,,0.00,,
09/11/2007,161534,,--,,443,,0.00,,
09/12/2007,160477,,--,,502,,0.00,,
09/13/2007,159420,,--,,488,,0.00,,
09/14/2007,158362,,--,,512,,0.00,,
09/15/2007,157305,,--,,532,,0.00,,
09/16/2007,156248,,--,,486,,0.00,,
09/17/2007,156592,,--,,346,,0.00,,
09/18/2007,154439,,--,,500,,0.00,,
09/19/2007,153413,,--,,500,,0.00,,
09/20/2007,152386,,--,,501,,0.31,,
09/21/2007,151506,,--,,462,,0.04,,
09/22/2007,150480,,--,,515,,0.25,,
09/23/2007,149600,,--,,475,,0.29,,
09/24/2007,148720,,--,,436,,0.00,,
09/25/2007,147547,,--,,518,,0.00,,
09/26/2007,146670,,-877,,471,,0.00,,
09/27/2007,145787,,-883,,316,,0.00,,
09/28/2007,144760,,--,,492,,0.00,,
09/29/2007,143881,,--,,482,,0.00,,
09/30/2007,142854,,--,,481,,0.00,,
10/01/2007,141827,,--,,488,,0.00,,
10/02/2007,140801,,--,,485,,0.00,,
10/03/2007,139921,,--,,466,,0.00,,
10/04/2007,138924,,--,,497,,0.00,,
10/05/2007,138070,,--,,480,,0.00,,
10/06/2007,137073,,--,,479,,0.20,,
10/07/2007,136076,,--,,481,,0.00,,
10/08/2007,135079,,--,,479,,0.00,,
10/09/2007,134225,,--,,470,,0.00,,
10/10/2007,133086,,--,,462,,0.00,,
10/11/2007,132231,,--,,476,,0.03,,
10/12/2007,131377,,--,,454,,0.00,,
10/13/2007,130523,,--,,363,,0.24,,
10/14/2007,129811,,--,,381,,0.00,,
10/15/2007,128814,,--,,462,,0.00,,
10/16/2007,128102,,--,,434,,0.00,,
10/17/2007,128102,,--,,25,,0.19,,
10/18/2007,128102,,--,,30,,0.01,,
10/19/2007,128102,,--,,23,,0.00,,
10/20/2007,127959,,--,,24,,0.16,,
10/21/2007,127959,,--,,43,,0.00,,
10/22/2007,127959,,--,,19,,0.00,,
10/23/2007,127959,,--,,19,,0.00,,
10/24/2007,127959,,--,,6,,0.00,,
10/25/2007,127959,,--,,8,,0.00,,
10/26/2007,127817,,--,,9,,0.00,,
10/27/2007,127817,,--,,9,,0.00,,
10/28/2007,127817,,--,,9,,0.01,,
10/29/2007,127817,,--,,6,,0.01,,
10/30/2007,127817,,--,,3,,0.50,,
10/31/2007,127817,,--,,19,,0.00,,
11/01/2007,127675,,--,,6,,0.00,,
11/02/2007,127675,,--,,6,,0.00,,
11/03/2007,127675,,--,,6,,0.00,,
11/04/2007,127675,,--,,6,,0.00,,
11/05/2007,127675,,--,,6,,0.00,,
11/06/2007,127675,,--,,6,,0.00,,
11/07/2007,127675,,--,,6,,0.00,,
11/08/2007,127675,,--,,6,,0.00,,
11/09/2007,127532,,--,,33,,0.00,,
11/10/2007,127532,,--,,6,,0.00,,
11/11/2007,127532,,--,,6,,0.60,,
11/12/2007,127675,,--,,6,,0.02,,
11/13/2007,127675,,0,,6,,0.00,,
11/14/2007,127675,,0,,--,,--,,
11/15/2007,127817,,142,,6,,0.00,,
11/16/2007,127675,,-142,,6,,0.00,,
11/17/2007,127675,,0,,6,,0.00,,
11/18/2007,127675,,0,,6,,0.00,,
11/19/2007,127675,,--,,6,,0.00,,
11/20/2007,127675,,--,,6,,0.00,,
11/21/2007,127675,,--,,6,,0.00,,
11/22/2007,127675,,--,,5,,0.00,,
11/23/2007,127532,,--,,5,,0.00,,
11/24/2007,127532,,--,,5,,0.00,,
11/25/2007,127532,,--,,5,,0.00,,
11/26/2007,127532,,--,,5,,0.00,,
11/27/2007,127532,,--,,5,,0.00,,
11/28/2007,127532,,0,,5,,0.00,,
11/29/2007,127390,,-142,,5,,0.00,,
11/30/2007,127532,,142,,5,,0.00,,
12/01/2007,127390,,-142,,5,,0.00,,
12/02/2007,127390,,0,,5,,0.00,,
12/03/2007,127390,,--,,5,,0.00,,
12/04/2007,127390,,--,,5,,0.00,,
12/05/2007,127390,,0,,5,,0.03,,
12/06/2007,127675,r,285,,--,,0.00,,
12/07/2007,127675,r,0,,3,,0.35,,
12/08/2007,127817,r,142,,5,,0.00,,
12/09/2007,127959,r,142,,5,,0.00,,
12/10/2007,127959,r,0,,5,,0.00,,
12/11/2007,127959,,--,,5,,0.00,,
12/12/2007,129383,,1424,,5,,0.00,,
12/13/2007,129953,,570,,--,,--,,
12/14/2007,131092,,1139,,5,,0.00,,
12/15/2007,132231,,--,,5,,0.00,,
12/16/2007,133228,,--,,5,,0.00,,
12/17/2007,134367,,--,,5,,0.00,,
12/18/2007,135364,,--,,6,,0.38,,
12/19/2007,136646,,--,,6,,1.70,,
12/20/2007,137927,,--,,6,,1.03,,
12/21/2007,139067,,--,,6,,0.32,,
12/22/2007,140068,,--,,6,,0.00,,
12/23/2007,141241,,--,,5,,0.00,,
12/24/2007,142267,,--,,5,,0.00,,
12/25/2007,143441,,--,,5,,0.00,,
12/26/2007,144467,,--,,5,,0.00,,
12/27/2007,145200,,--,,5,,0.00,,
12/28/2007,145934,,--,,5,,0.17,,
12/29/2007,147107,,--,,5,,0.12,,
12/30/2007,148133,,1026,,5,,0.00,,
12/31/2007,148790,e,657,,5,,0.00,,
01/01/2008,149453,,663,,5,,0.00,,
01/02/2008,150040,,587,,5,,0.00,,
01/03/2008,150480,,440,,--,,--,,
01/04/2008,150920,,440,,14,,0.45,,
01/05/2008,152533,,--,,52,,3.03,,
01/06/2008,152973,,--,,46,,2.13,,
01/07/2008,152680,,--,,146,,0.13,,
01/08/2008,152240,,--,,305,,0.00,,
01/09/2008,151653,,--,,463,,0.67,,
01/10/2008,150920,,-733,,496,,0.00,,
01/11/2008,150187,,-733,,--,,--,,
01/12/2008,149600,,-587,,--,,--,,
01/13/2008,149160,,-440,,--,,--,,
01/14/2008,148867,,--,,245,,0.00,,
01/15/2008,148867,,--,,92,,0.00,,
01/16/2008,148573,,--,,26,,0.00,,
01/17/2008,148133,,--,,341,,0.00,,
01/18/2008,147987,,--,,146,,0.00,,
01/19/2008,147400,,--,,372,,0.00,,
01/20/2008,147107,,--,,272,,0.00,,
01/21/2008,146670,,--,,298,,0.06,,
01/22/2008,146227,,--,,317,,0.00,,
01/23/2008,146520,,293,,361,,0.70,,
01/24/2008,146814,,294,,--,,--,,
01/25/2008,146960,,146,,--,,--,,
01/26/2008,147547,,587,,156,,0.00,,
01/27/2008,148280,,--,,140,,0.82,,
01/28/2008,149013,,--,,140,,1.50,,
01/29/2008,149307,,--,,183,,0.17,,
01/30/2008,149600,,--,,260,,0.44,,
01/31/2008,149747,,147,,230,,0.00,,
02/01/2008,150040,,293,,--,,--,,
02/02/2008,150187,,147,,--,,--,,
02/03/2008,150480,,293,,--,,--,,
02/04/2008,150920,,440,,72,,0.16,,
02/05/2008,150920,,--,,264,,0.00,,
02/06/2008,150480,,--,,385,,0.00,,
02/07/2008,150480,,0,,339,,0.00,,
02/08/2008,150040,,-440,,--,,--,,
02/09/2008,149747,,-293,,--,,--,,
02/10/2008,149600,,-147,,--,,--,,
02/11/2008,149600,,0,,329,,0.00,,
02/12/2008,149453,,--,,357,,0.00,,
02/13/2008,149307,,--,,362,,0.00,,
02/14/2008,149013,,-294,,363,,0.00,,
02/15/2008,149160,,147,,369,,0.00,,
02/16/2008,149013,,-147,,--,,--,,
02/17/2008,148867,,-146,,335,,0.00,,
02/18/2008,149013,,146,,302,,0.00,,
02/19/2008,149013,,--,,351,,0.00,,
02/20/2008,149013,,--,,334,,0.37,,
02/21/2008,149160,,--,,309,,0.03,,
02/22/2008,149453,,--,,209,,1.22,,
02/23/2008,150040,,--,,132,,0.50,,
02/24/2008,150626,,--,,150,,2.03,,
02/25/2008,150920,,--,,292,,1.23,,
02/26/2008,150920,,--,,298,,0.00,,
02/27/2008,150920,,0,,320,,0.00,,
02/28/2008,151360,,440,,113,,0.00,,
02/29/2008,152093,,--,,95,,0.00,,
03/01/2008,152680,,--,,145,,0.00,,
03/02/2008,153120,,--,,261,,0.00,,
03/03/2008,153559,,--,,263,,0.00,,
03/04/2008,153706,,--,,307,,0.00,,
03/05/2008,153853,,--,,357,,0.00,,
03/06/2008,153853,,--,,353,,0.00,,
03/07/2008,153999,,--,,340,,0.00,,
03/08/2008,154146,,--,,322,,0.00,,
03/09/2008,154586,,--,,250,,0.00,,
03/10/2008,155190,,--,,196,,0.00,,
03/11/2008,155492,,--,,307,,0.00,,
03/12/2008,155945,,--,,307,,0.00,,
03/13/2008,156701,,--,,316,,0.45,,
03/14/2008,158060,,--,,309,,0.04,,
03/15/2008,158664,,--,,279,,0.06,,
03/16/2008,159420,,--,,214,,0.07,,
03/17/2008,159873,,--,,193,,0.00,,
03/18/2008,160024,,--,,333,,0.00,,
03/19/2008,160326,,--,,364,,0.00,,
03/20/2008,160930,,--,,285,,0.00,,
03/21/2008,161534,,--,,283,,0.00,,
03/22/2008,162139,,--,,292,,0.00,,
03/23/2008,162894,,--,,223,,0.00,,
03/24/2008,162380,,--,,191,,0.00,,
03/25/2008,164555,,--,,313,,0.00,,
03/26/2008,165160,,--,,325,,0.00,,
03/27/2008,165764,,--,,400,,0.00,,
03/28/2008,166217,,--,,400,,0.00,,
03/29/2008,166519,,--,,380,,0.02,,
03/30/2008,166972,,--,,270,,0.00,,
03/31/2008,167576,,--,,261,,0.00,,
04/01/2008,167425,,--,,499,,0.00,,
04/02/2008,167425,,--,,455,,0.00,,
04/03/2008,167576,,--,,457,,0.00,,
04/04/2008,167878,,--,,455,,0.00,,
04/05/2008,168181,,--,,424,,0.00,,
04/06/2008,168634,,--,,393,,0.00,,
04/07/2008,169389,,--,,320,,0.00,,
04/08/2008,169238,,--,,713,,0.00,,
04/09/2008,169389,,--,,527,,0.00,,
04/10/2008,169238,,--,,685,,0.00,,
04/11/2008,169389,,--,,601,,0.00,,
04/12/2008,169846,,--,,649,,0.00,,
04/13/2008,170001,,--,,936,,0.00,,
04/14/2008,170621,,--,,927,,0.00,,
04/15/2008,171397,,--,,928,,0.00,,
04/16/2008,172017,,--,,758,,0.00,,
04/17/2008,172327,,--,,615,,0.00,,
04/18/2008,173102,,--,,469,,0.00,,
04/19/2008,173412,,--,,635,,0.00,,
04/20/2008,173412,,--,,639,,0.00,,
04/21/2008,173257,,-155,,642,,0.00,,
04/22/2008,172792,,-465,,604,,0.00,,
04/23/2008,172482,,-310,,586,,0.23,,
04/24/2008,172172,,-310,,585,,0.08,,
04/25/2008,171707,,--,,581,,0.00,,
04/26/2008,171707,,--,,597,,0.00,,
04/27/2008,172172,,--,,589,,0.00,,
04/28/2008,173567,,--,,589,,0.00,,
04/29/2008,175273,,--,,583,,0.00,,
04/30/2008,177444,,--,,586,,0.00,,
05/01/2008,179149,,1705,,593,,0.00,,
05/02/2008,180700,,1551,,--,,--,,
05/03/2008,182250,,1550,,--,,--,,
05/04/2008,184111,,1861,,--,,--,,
05/05/2008,185514,,1403,,579,,0.03,,
05/06/2008,187263,,--,,578,,0.00,,
05/07/2008,189966,,--,,520,,0.00,,
